"","X","MES","FECHA","LINEA","ACTIVIDAD","INSTITUCIÓN","POBLACIÓN","DIRECCIÓN","BARRIO","COMUNA","PERSONAS SENSIBILIZADAS","MUJERES","HOMBRES","NIÑO","JOVEN","ADULTO","P.MAYOR","PEATÓN","CICLISTA","MOTOCICLISTA","CONDUCTOR","ACOMPAÑANTE.Y.O.PASAJERO","HOMBRES","JOVEN..14.a.28.años..1","ADULTO..29.a.59.años..1","PERSONA.MAYOR..60..años.y.más..1","PEATÓN.1","CICLISTA.1","MOTOCICLISTA.1","CONDUCTOR.1","ACOMPAÑANTE.Y.O.PASAJERO.1","No..DE.PROFESIONALES.VINCULADOS","No..DE.AUXILIARES.VINCULADOS","No..DE.PROFESIONALES.CONTRATISTAS","No..DE.AUXILIARES.CONTRATISTAS","NCOMUNA"
"2021",2021,"Octubre","viernes, 26 de octubre de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Tramo de vía mal estacionamiento","Clubes de Vida ","Carrera 96b calle 78c-11","Tricentenario","Comuna14ElPoblado",241,72,169,"0",16,49,7,46,0,10,9,7,"0",48,110,11,75,0,50,38,6,0,0,1,0,14
"2022",2022,"Octubre","sábado, 27 de octubre de 2018","Empresas","Taller de educación vial","Logística colombiana de transporte","Clubes de Vida ","Cl. 51 #45-93","Tricentenario","Comuna10LaCandelaria",25,13,12,"0",4,9,0,5,0,4,3,1,"0",3,9,0,1,0,6,5,0,1,0,0,0,10
"2023",2023,"Octubre","martes, 23 de octubre de 2018","Poblaciones especiales","Reunión externa de gestión","Años Felices ","Clubes de Vida ","Cr 21 # 40-114","la Candelaria","Comuna5Castilla",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,5
"2024",2024,"Octubre","martes, 23 de octubre de 2018","Poblaciones especiales","Reunión externa de gestión","Club de la Alegria","Personas Habitantes de Calle ","Calle 65 87 74","Popular 1","Comuna5Castilla",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,5
"2025",2025,"Octubre","martes, 23 de octubre de 2018","Poblaciones especiales","Reunión externa de gestión","Autonomia y Madures Feliz","Estudiantes","?Calle 66 # 103B - 15 Ciudadela Nuevo Occidente","pajarito","Comuna5Castilla",1,1,0,"0",0,0,1,1,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,5
"2026",2026,"Octubre","miércoles, 24 de octubre de 2018","Poblaciones especiales","Taller de educación vial","UPSE","Estudiantes","CRR 78 #53B 36 ","Belén","Comuna10LaCandelaria",48,10,38,"0",10,0,0,10,0,0,0,0,"0",0,0,38,38,0,0,0,0,0,0,0,0,10
"2027",2027,"Octubre","lunes, 22 de octubre de 2018","Experiencia-Encarrete","Encarrete Instituciones Educativas e IES","I.E. Fe y Alegría Popular 1","Empleados","Av. Carabobo #73-345 a 73-21","Estadio","Comuna1Popular",496,253,243,"0",253,0,0,253,0,0,0,0,"0",243,0,0,243,0,0,0,0,0,0,0,0,1
"2028",2028,"Octubre","lunes, 22 de octubre de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","I.E. La Huerta","Público general","CR 53 76 115 ","Boston","Comuna7Robledo",443,243,200,"0",243,0,0,243,0,0,2,0,"0",200,0,0,200,0,0,0,0,0,0,0,0,7
"2029",2029,"Octubre","martes, 23 de octubre de 2018","Experiencia-Aula Móvil","Aula Móvil en Empresas","Homecenter Molinos","Estudiantes","CR 53 76 115 ","Calle nueva","Comuna16Belén",64,27,37,"0",10,17,0,19,1,5,2,0,"0",25,11,1,13,4,15,5,0,0,0,0,0,16
"2030",2030,"Octubre","martes, 23 de octubre de 2018","Experiencia-Encarrete","Eventos de ciudad","Inder Feria Juega con tu mejor versión","Empleados","CR 86 # 77 AB-53","Robledo","Comuna11LaurelesEstadio",156,93,63,"0",36,24,2,73,9,3,4,6,"0",32,17,5,47,5,9,1,1,0,0,0,0,11
"2031",2031,"Octubre","miércoles, 24 de octubre de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","ITM Fraternidad Feria Movilizarte","Estudiantes","Cra 57 con Cll 54","Prado","Comuna10LaCandelaria",293,84,209,"31",76,8,0,48,1,18,1,13,"9",183,25,1,90,2,96,18,3,0,0,0,0,10
"2032",2032,"Octubre","miércoles, 24 de octubre de 2018","Experiencia-Encarrete","Empresas con Plan Estratégico de Seguridad vial","Gobernación de Antioquia","Empleados","CR 64 C  72  58","Buenos aires","Comuna10LaCandelaria",20,6,14,"0",1,5,0,3,0,0,0,2,"0",2,10,2,4,1,5,4,0,0,0,0,0,10
"2033",2033,"Octubre","jueves, 25 de octubre de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","Ciudad Don Bosco","Estudiantes","CR 64 C  72  58","Robledo","Comuna7Robledo",136,3,133,"0",0,3,0,3,0,0,5,0,"0",133,0,0,133,0,0,0,0,0,0,0,0,7
"2034",2034,"Octubre","jueves, 25 de octubre de 2018","Experiencia-Encarrete","Empresas con Plan Estratégico de Seguridad vial","Clínica SOMA","Estudiantes","Cra 53 76 115","Santa Margarita","Comuna10LaCandelaria",90,76,14,"0",12,64,0,60,0,5,0,6,"0",4,9,1,5,0,4,5,0,0,0,0,0,10
"2035",2035,"Octubre","viernes, 26 de octubre de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","Colegio la anunciación","Público general","Cra 53 76 115","Los colores","Comuna9BuenosAires",209,209,0,"0",209,0,0,209,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,9
"2036",2036,"Octubre","viernes, 26 de octubre de 2018","Experiencia-Encarrete","Encarrete Instituciones Educativas e IES","I.E Jorge Robledo","Empleados e hijos","Cra 44 A #31-171","Miranda","Comuna7Robledo",264,119,145,"0",119,0,0,119,0,0,0,0,"0",145,0,0,145,0,0,0,0,0,0,0,0,7
"2037",2037,"Octubre","sábado, 27 de octubre de 2018","Experiencia-Aula Móvil","Aula Móvil en Eventos de ciudad","Festival de la Unidad El Tirol","Público general","Cra 44 #24-91","Miranda ","Comuna7Robledo",511,260,251,"0",20,18,2,246,2,12,9,0,"0",101,16,1,246,1,4,0,0,0,0,0,0,7
"2038",2038,"Octubre","sábado, 27 de octubre de 2018","Experiencia-Encarrete","Empresas con Plan Estratégico de Seguridad vial","
Transmilenium 2021","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CR 84 33aa  01","Miranda ","Comuna11LaurelesEstadio",79,30,49,"220",8,9,0,11,2,5,6,3,"133",10,33,0,9,3,5,31,1,0,0,0,0,11
"2039",2039,"Octubre","domingo, 28 de octubre de 2018","Experiencia-Aula Móvil","Aula Móvil en Eventos de ciudad","Evento Secretaría de Salud","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CR 84  44c 21","Bello Horizonte","Comuna4Aranjuez",245,150,95,"13",42,68,18,122,5,7,0,10,"6",37,28,6,68,7,11,4,5,0,0,1,4,4
"2040",2040,"Octubre","lunes, 22 de octubre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institucion Educativa La America Sede Betania ","Personas adultas de instituciones educativas (padres de familia) ","CL 8b  85 165","Estación Villa","Comuna4Aranjuez",42,21,21,"22",0,2,0,21,0,0,0,0,"24",0,0,0,21,0,0,0,0,0,0,1,4,4
"2041",2041,"Octubre","lunes, 22 de octubre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institucion Educativa La America Sede Betania ","Actores Viales en General","TV 78 65  46","Caribe","Comuna4Aranjuez",50,28,22,"19",0,2,0,28,0,0,2,0,"21",0,0,0,22,0,0,0,0,0,0,2,0,4
"2042",2042,"Octubre","miércoles, 24 de octubre de 2018","Instituciones educativas e IES","Taller de educación vial","I.E. Bello Horizonte","Conductores amonestados","Clle 101 # 65 - 125","Caribe","Comuna7Robledo",26,20,6,"26",0,19,1,17,0,1,0,0,"22",0,5,1,1,0,3,2,0,0,0,2,12,7
"2043",2043,"Octubre","martes, 30 de octubre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervención en via","Conductores amonestados","Calle 68A # 106c - 26","Miranda","Comuna10LaCandelaria",1023,414,609,"0",105,271,36,414,0,0,2,0,"0",192,299,114,597,3,4,5,0,1,0,0,0,10
"2044",2044,"Octubre","martes, 30 de octubre de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad ","Conductores amonestados","Calle  # 52 - 54","Miranda","Comuna5Castilla",20,2,18,"2",0,2,0,0,0,0,1,0,"4",6,9,2,1,0,3,14,0,1,0,0,0,5
"2045",2045,"Octubre","martes, 30 de octubre de 2018","Curso de amonestados","Taller de educación vial","Secretaría de Movilidad ","Conductores amonestados","Calle 68A # 106c - 26","Parpetuo Socorro","Comuna5Castilla",14,4,10,"0",2,2,0,1,0,2,2,0,"1",2,4,4,1,0,2,7,0,0,0,1,2,5
"2046",2046,"Octubre","miércoles, 31 de octubre de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Empresas privadas","Calle 68A # 106c - 26","Colombia","Comuna4Aranjuez",28,6,22,"0",4,2,0,0,0,4,3,0,"0",8,14,0,0,0,11,11,0,0,0,1,2,4
"2047",2047,"Octubre","miércoles, 31 de octubre de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Transporte Público Colectiivo","CR 53 76 - 115","La Castellana ","Comuna4Aranjuez",26,3,23,"0",0,2,1,0,0,0,0,0,"0",2,20,1,0,0,8,14,1,0,1,0,0,4
"2048",2048,"Octubre","martes, 30 de octubre de 2018","Empresas","Reunión diagnóstica inicial en empresas","Distribuidora Colombia","Personas adultas de instituciones educativas (docentes, padres de familia, empleados) ","CR 53 76 115 ","La América","Comuna10LaCandelaria",2,1,1,"0",0,1,0,0,0,0,0,1,"0",1,0,0,0,0,0,0,1,0,1,0,0,10
"2049",2049,"Octubre","miércoles, 31 de octubre de 2018","Empresas","Taller de educación vial","Autobuses El Poblado Laureles","Transporte Público Colectiivo","CR 52  A CLL 36 ","Guayabal","Comuna14ElPoblado",26,0,26,"0",0,0,0,0,0,0,1,0,"0",6,20,0,0,0,0,26,0,0,0,1,0,14
"2050",2050,"Octubre","lunes, 29 de octubre de 2018","Empresas","Reunión diagnóstica inicial en empresas","Corporación Universitaria Adventista","Empresas de Motociclistas ( Mensajería, Domiciliarios, Seguridad, Servicios.)","Cl 12 A Sur Entrada CR 43A","Villa Flora","Comuna11LaurelesEstadio",1,1,0,"0",1,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,11
"2051",2051,"Octubre","lunes, 29 de octubre de 2018","Empresas","Reunión diagnóstica inicial en empresas","Tax Maya","Personas adultas de instituciones educativas (docentes, padres de familia, empleados) ","Cr 43A 25A 50","Castilla","Comuna12LaAmérica",2,2,0,"0",1,1,0,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,12
"2052",2052,"Octubre","martes, 30 de octubre de 2018","Empresas","Reunión diagnóstica inicial en empresas"," Konecta","Clubes de Vida ","Cll 45 54 01","Tejelo","Comuna15Guayabal",2,2,0,"0",1,1,0,2,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,1,0,15
"2053",2053,"Octubre","miércoles, 31 de octubre de 2018","Empresas","Reunión diagnóstica inicial en empresas","Institución Universitaria Colegio Mayor de Antioquia","Clubes de Vida ","CL 77 Cra 53","la Candelaria","Comuna7Robledo",2,1,1,"0",1,0,0,1,0,0,0,0,"0",0,1,0,0,0,1,0,0,1,0,0,0,7
"2054",2054,"Octubre","lunes, 29 de octubre de 2018","Poblaciones especiales","Taller de educación vial","Abuelos Maduros, Alegres","Personas Habitantes de Calle ","CL 77 Cra 54","Tejelo","Comuna5Castilla",46,44,2,"0",0,0,44,44,0,0,0,0,"0",0,2,0,2,0,0,0,0,1,0,0,0,5
"2055",2055,"Octubre","martes, 30 de octubre de 2018","Poblaciones especiales","Taller de educación vial","Años Felices ","Clubes de Vida ","Carrera 124  53 B 06","Tejelo","Comuna5Castilla",56,54,2,"0",0,0,54,54,0,0,0,0,"0",0,2,0,2,0,0,0,0,1,0,0,0,5
"2056",2056,"Octubre","miércoles, 31 de octubre de 2018","Poblaciones especiales","Taller de educación vial","UPSE","Clubes de Vida ","CR 52 con 36 y 37","Miranda ","Comuna10LaCandelaria",40,10,30,"0",0,10,0,10,0,0,0,0,"0",0,30,0,30,0,0,0,0,1,0,0,0,10
"2057",2057,"Octubre","miércoles, 31 de octubre de 2018","Poblaciones especiales","Taller de educación vial","Años Felices ","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CR 57 con calle 48","Miranda ","Comuna5Castilla",14,14,0,"0",0,0,14,14,0,0,0,0,"0",0,0,0,0,0,0,0,0,1,0,0,0,5
"2058",2058,"Octubre","miércoles, 31 de octubre de 2018","Poblaciones especiales","Taller de educación vial","Años Felices ","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Cra 38 26 - 433","Calle Nueva ","Comuna5Castilla",34,32,2,"0",0,0,32,32,0,0,0,0,"0",0,0,2,2,0,0,0,0,0,0,1,5,5
"2059",2059,"Octubre","lunes, 29 de octubre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución educativa Antares","Actores Viales en General","Calle 28 # 77-84","La Aguacatala","Comuna4Aranjuez",65,23,42,"0",0,5,0,23,0,0,0,0,"0",0,0,0,42,0,0,0,0,0,0,1,3,4
"2060",2060,"Octubre","martes, 30 de octubre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa San Cruz ","Actores Viales en General","Carrera 84 # 44 - 73","Loma San Julian","Comuna4Aranjuez",35,23,12,"18",0,2,1,23,0,0,0,0,"42",0,0,0,12,0,0,0,0,0,0,3,9,4
"2061",2061,"Octubre","miércoles, 31 de octubre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervencion diferentes actores viales ","Empresas comerciales y de servicios ","Calle 28 # 77-84","Estación Villa","Comuna10LaCandelaria",804,356,448,"20",135,201,15,348,0,4,14,4,"12",177,226,37,374,7,35,29,3,0,0,1,6,10
"2062",2062,"Octubre","martes, 30 de octubre de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Intervención Virgen de la Aguacatala","Actores Viales en General","Cl. 45 #29-6, Medellín, Antioquia","Miranda ","Comuna14ElPoblado",251,122,129,"5",32,85,3,73,0,27,1,8,"8",78,47,4,33,4,58,33,1,0,0,1,0,14
"2063",2063,"Octubre","martes, 30 de octubre de 2018","Empresas","Taller de educación vial","Logicom","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Carrera 76A No 103C - 43 ","Miranda ","Comuna14ElPoblado",10,4,6,"2",1,3,0,3,0,0,9,0,"0",3,3,0,1,0,4,1,0,0,0,3,9,14
"2064",2064,"Octubre","miércoles, 31 de octubre de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Tramo de vía mal estacionamiento","Niños y niñas de instituciones educativas entre 6 y 14 años.
"," Cl. 73 #51d14","La Loma","Comuna10LaCandelaria",237,35,202,"0",7,22,6,18,0,6,0,2,"0",26,155,21,53,3,56,83,7,0,0,2,6,10
"2065",2065,"Octubre","lunes, 29 de octubre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Sol de Oriente","Personas adultas de instituciones educativas (padres de familia) ","CR 64C 72 - 78","Perpetuo Socorro","Comuna4Aranjuez",25,13,12,"0",0,1,0,13,0,0,0,0,"0",0,0,0,12,0,0,0,0,0,0,1,2,4
"2066",2066,"Octubre","miércoles, 31 de octubre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Sol de Oriente","Actores Viales en General","calle 48 #77-22","San Benito","Comuna4Aranjuez",34,34,0,"12",0,2,0,34,0,0,10,0,"12",0,0,0,0,0,0,0,0,1,0,0,0,4
"2067",2067,"Octubre","martes, 30 de octubre de 2018","Instituciones educativas e IES","Taller de educación vial","I.E. Loma Hermosa","Actores Viales en General","calle 32 3 77 A-30","san diego","Comuna13SanJavier",24,18,6,"32",6,12,0,3,0,5,0,0,"0",0,6,0,0,0,2,4,0,0,0,4,20,13
"2068",2068,"Octubre","lunes, 29 de octubre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervencion diferentes actores viales ","Actores Viales en General","Cra. 64C Clles. 72 y 78","Corregimiento san Antonio de Padro","Comuna10LaCandelaria",2062,1074,988,"0",361,640,63,1050,17,2,0,5,"0",384,540,59,858,12,27,89,2,0,0,3,10,10
"2069",2069,"Octubre","martes, 30 de octubre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervencion diferentes actores viales ","Estudiantes","Cra 53 76 115","La America","Comuna10LaCandelaria",826,427,399,"10",87,276,60,427,0,0,16,0,"5",68,267,62,399,0,0,0,0,0,0,2,11,10
"2070",2070,"Octubre","miércoles, 31 de octubre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","intervención en via ","Estudiantes","Cra 53 76 115","Corregimiento san Antonio de Padro","Comuna14ElPoblado",163,52,111,"4",27,25,0,0,0,36,0,0,"2",50,61,0,0,0,97,14,0,0,0,0,0,14
"2071",2071,"Octubre","lunes, 29 de octubre de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","I.E Yermo y Parres AM ","Estudiantes","Cra 53 76 115","Santo Domingo Savio","Comuna8VillaHermosa",620,302,318,"0",302,0,0,302,0,0,0,0,"0",318,0,0,318,0,0,0,0,0,0,0,0,8
"2072",2072,"Octubre","lunes, 29 de octubre de 2018","Experiencia-Encarrete","Encarrete Instituciones Educativas e IES","Colegio la presentación ","Estudiantes","Cra 53 76 115","Pedregal","Comuna12LaAmérica",399,399,0,"0",257,0,0,399,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,12
"2073",2073,"Octubre","martes, 30 de octubre de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","I. E Yermo y Parres PM ","Estudiantes","Cll 10 48 01","Miranda","Comuna8VillaHermosa",495,235,260,"142",235,0,0,235,0,0,0,0,"0",260,0,0,260,0,0,0,0,0,0,0,0,8
"2074",2074,"Octubre","martes, 30 de octubre de 2018","Experiencia-Encarrete","Encarrete Instituciones Educativas e IES","I.E Derka Santo Domingo","Empleados e hijos ","CLL 49A   03A 006","Caribe","Comuna1Popular",139,80,59,"0",80,0,0,80,0,0,0,0,"0",59,0,0,59,0,0,0,0,0,0,0,0,1
"2075",2075,"Octubre","miércoles, 31 de octubre de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","Santa Juana Lestonac","Actores Viales en General","CR 22 47 14","Estadio","Comuna6DocedeOctubre",385,385,0,"0",385,0,0,385,0,0,2,0,"0",0,0,0,0,0,0,0,0,0,0,0,0,6
"2076",2076,"Octubre","miércoles, 31 de octubre de 2018","Experiencia-Encarrete","Empresas con Plan Estratégico de Seguridad vial","Jardín Botanico","Empresas comerciales y de servicios ","CL 53  45 77","Miravalle","Comuna4Aranjuez",89,17,72,"0",10,6,0,12,1,2,2,0,"0",27,43,1,33,10,24,4,1,0,0,2,9,4
"2077",2077,"Noviembre","jueves, 01 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervención en vía pública Caribe","Empresas comerciales y de servicios ","CR 48 10 ","Caribe","Comuna5Castilla",523,215,308,"1",50,124,31,211,0,1,0,1,"1",76,175,45,274,0,18,14,2,0,1,0,0,5
"2078",2078,"Noviembre","jueves, 01 de noviembre de 2018","Empresas","Reunión diagnóstica inicial en empresas","O I Inspecciones","Actores Viales en General","CL 60 56a 38 ","Miranda","Comuna11LaurelesEstadio",1,1,0,"10",0,1,0,0,0,0,1,1,"12",0,0,0,0,0,0,0,0,0,1,0,0,11
"2079",2079,"Noviembre","viernes, 02 de noviembre de 2018","Empresas","Taller de educación vial","Biotech","Conductores amonestados","Cl 10B 35 08","Miranda","Comuna16Belén",20,5,15,"0",2,3,0,2,0,0,0,2,"0",5,10,0,0,0,12,3,0,0,0,2,10,16
"2080",2080,"Noviembre","jueves, 01 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervención en vía pública Caribe","Conductores amonestados","CR 53 # 76-115","Miranda","Comuna5Castilla",1087,417,670,"0",129,255,31,347,0,57,2,13,"0",242,339,82,445,2,213,4,6,0,0,1,2,5
"2081",2081,"Noviembre","jueves, 01 de noviembre de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","CR 53 # 76-115","Miranda","Comuna4Aranjuez",51,6,45,"2",0,6,0,0,0,4,1,0,"7",13,29,3,0,0,21,24,0,0,0,1,2,4
"2082",2082,"Noviembre","jueves, 01 de noviembre de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Conductores amonestados","CR 53 # 76-115","Manila","Comuna4Aranjuez",16,4,12,"0",1,3,0,0,0,3,1,0,"0",1,11,0,0,0,3,9,0,0,0,1,2,4
"2083",2083,"Noviembre","viernes, 02 de noviembre de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Actores Viales en General","CR 53 # 76-115","8 de Marzo","Comuna4Aranjuez",8,1,7,"0",0,1,0,0,0,0,1,0,"0",1,6,0,0,0,2,5,0,0,0,1,2,4
"2084",2084,"Noviembre","viernes, 02 de noviembre de 2018","Curso de amonestados","Taller de educación vial","Parque Educativo de Movilidad","Personas adultas de instituciones educativas (padres de familia) ","Cl. 104","Miraflores","Comuna4Aranjuez",5,2,3,"0",0,2,0,0,0,1,0,0,"0",0,3,0,0,0,2,0,1,0,0,3,13,4
"2085",2085,"Noviembre","viernes, 02 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Tramo mayor accidentalidad (peatón)","Personas adultas de instituciones educativas (padres de familia) ","Cr 60d # 48 sur 25","Centro","Comuna14ElPoblado",2383,1330,1053,"0",308,881,129,1327,0,0,0,3,"0",334,589,127,1040,0,13,0,0,0,0,1,0,14
"2086",2086,"Noviembre","viernes, 02 de noviembre de 2018","Instituciones educativas e IES","Taller de educación vial","I.E. Arzobispo Tulio Botero Salazar","Transporte Público Colectiivo","calle 49a N° 03a 006","Manila","Comuna9BuenosAires",21,19,2,"12",2,14,3,18,0,1,0,0,"3",0,2,0,0,0,1,1,0,0,0,1,0,9
"2087",2087,"Noviembre","viernes, 02 de noviembre de 2018","Instituciones educativas e IES","Taller de educación vial","Centro Educativo Sagrado Niño ","Actores Viales en General","Calle 58 #36B40 ","Chagualo","Comuna9BuenosAires",11,10,1,"0",2,8,0,8,0,1,2,1,"0",0,1,0,0,0,1,0,0,0,0,1,0,9
"2088",2088,"Noviembre","jueves, 01 de noviembre de 2018","Empresas","Reunión diagnóstica inicial en empresas","Metroplus","Empresas con Plan Estratégico de Seguridad vial.","Calle 39B N° Circular 73B - 67","El Poblado","Comuna10LaCandelaria",2,2,0,"0",1,1,0,0,0,0,0,0,"0",0,0,0,0,0,0,0,0,0,0,3,12,10
"2089",2089,"Noviembre","viernes, 02 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervención en vía Avenida Las Vegas con Calle 10","Actores Viales en General","Cra 46 entre la CLL 46 y Ayacucho","Miranda ","Comuna14ElPoblado",902,481,421,"0",158,275,39,481,0,0,4,0,"0",189,203,17,385,3,2,31,0,0,0,1,0,14
"2090",2090,"Noviembre","sábado, 03 de noviembre de 2018","Empresas","Taller de educación vial","Logística colombiana de transporte","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CL 77 Cra 55","Miranda ","Comuna10LaCandelaria",19,12,7,"9",3,9,0,5,0,1,3,2,"12",0,7,0,1,0,4,2,0,0,0,2,5,10
"2091",2091,"Noviembre","viernes, 02 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía pública buen parqueo","Intervención Buen Parqueo (El poblado)","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CL 77 Cra 55","Miranda ","Comuna14ElPoblado",100,19,81,"0",5,13,1,9,0,4,0,3,"0",15,64,2,23,0,23,32,3,0,0,1,3,14
"2092",2092,"Noviembre","jueves, 01 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Villa del Socorro Sede Villa Niza - Parque Norte","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CL 77 Cra 55","Miranda ","Comuna4Aranjuez",40,21,19,"0",0,4,0,21,0,0,0,0,"0",0,1,0,19,0,0,0,0,0,0,1,3,4
"2093",2093,"Noviembre","jueves, 01 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institucion Educativa Enrique Olaya Herrera","Niños y niñas de instituciones educativas entre 6 y 14 años.
","CL 77 Cra 55","Andalucia","Comuna4Aranjuez",36,17,19,"17",0,2,0,17,0,0,0,0,"18",0,1,0,19,0,0,0,0,0,0,1,3,4
"2094",2094,"Noviembre","viernes, 02 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Villa del Socorro Sede Villa Niza - Parque Norte","Estudiantes","CL 77 Cra 55","San Antonio de prado","Comuna4Aranjuez",36,21,15,"15",2,3,0,21,0,0,0,0,"18",0,3,0,15,0,0,0,0,0,0,1,3,4
"2095",2095,"Noviembre","viernes, 02 de noviembre de 2018","Parque Educativo de Movilidad","Taller de educación vial","Institución Educativa Barrio Santa Cruz","Estudiantes","CR 76 28","Las Estancias","Comuna4Aranjuez",32,18,14,"16",0,2,0,18,0,0,0,0,"12",0,0,0,14,0,0,0,0,0,0,0,0,4
"2096",2096,"Noviembre","jueves, 01 de noviembre de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","I.E Villa del Socorro","Estudiantes","Cl 10B 35 08","Boston","Comuna2SantaCruz",222,108,114,"16",108,0,0,108,0,0,0,0,"14",114,0,0,114,0,0,0,0,0,0,0,0,2
"2097",2097,"Noviembre","jueves, 01 de noviembre de 2018","Experiencia-Encarrete","Encarrete Instituciones Educativas e IES","I.E Corvide","Estudiantes","Cl 10B 35 08","Laureles","Comuna80SanAntoniodePrado",319,140,179,"0",69,0,0,140,0,0,0,0,"0",71,0,0,179,0,0,0,0,0,0,0,0,80
"2098",2098,"Noviembre","viernes, 02 de noviembre de 2018","Experiencia-Aula Móvil","Aula Móvil en Instituciones educativas e IES","I.E Arzobispo Tulio Botero","Actores Viales en General","CR 64 C  72  58","Centro","Comuna8VillaHermosa",315,173,142,"71",173,0,0,173,0,0,0,0,"108",142,0,0,142,0,0,0,0,0,0,0,0,8
"2099",2099,"Noviembre","viernes, 02 de noviembre de 2018","Experiencia-Encarrete","Encarrete Instituciones Educativas e IES","I.E. Alfonso López Pumarejo","Actores Viales en General","CR 64 C  72  58","Miranda ","Comuna10LaCandelaria",404,164,240,"0",0,0,0,164,0,0,0,0,"0",0,0,0,240,0,0,0,0,0,0,0,0,10
"2100",2100,"Noviembre","sábado, 03 de noviembre de 2018","Experiencia-Aula Móvil","Aula Móvil en Empresas","Mc DONALD´S Mercado de Motos","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Cra 53 76 115","Miranda ","Comuna11LaurelesEstadio",15,7,8,"164",7,0,0,7,0,0,0,0,"240",8,0,0,8,0,0,0,0,0,0,4,18,11
"2101",2101,"Noviembre","miércoles, 07 de noviembre de 2018","Intervenciones en vía y trámites","Intervención en vía sitio de mayor incidentalidad","Intervención en via Ayacucho","Niños y niñas de instituciones educativas entre 6 y 14 años.
","Cra 53 76 115","Miranda ","Comuna10LaCandelaria",1867,1140,727,"0",268,710,130,1132,0,5,0,3,"0",155,497,55,671,1,16,38,1,0,0,1,3,10
